id,bug.id,treatment,temp.avg,temp.var,hs.treat,date.died,date.hatch,date.ovp,time.ovp,num.ovp,date.3,mass.3,date.4,mass.4,date.5,mass.5,date.hs,time.in.hs,time.out.hs,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.coc.late,num.coc.tot,num.fail.spin,num.fail.spin.late,num.fail.spin.tot,date.em.late,late.em,num.unem,load,date.postem.1,fed.postem.1,num.frass.postem.1,date.postem.2,fed.postem.2,num.frass.postem.2,date.postem.3,fed.postem.3,num.frass.postem.3,date.postem.4,fed.postem.4,num.frass.postem.4,date.postem.5,fed.postem.5,num.frass.postem.5,date.postem.6,fed.postem.6,num.frass.postem.6,date.postem.7,fed.postem.7,num.frass.postem.7,mass.postem.end,date.ecl,num.ecl,date.ecl.late,num.ecl.late,tot.ecl,live.fem,live.fem.late,live.male,live.unk,live.male.late,tot.dead,tot.dead.norm,tot.dead.late,dead.fem,dead.fem.late,dead.male,dead.male.late,dead.ad.unk,dead.ad.unk.late,dead.larv,dead.larv.late,dead.epup,dead.epup.late,dead.mpup.tot,dead.mpup.unk,dead.mpup.f,dead.mpup.m,dead.mpup.tot.late,dead.mpup.unk.late,dead.mpup.f.late,dead.mpup.m.late,dead.lpup.tot,dead.lpup.unk,dead.lpup.f,dead.lpup.m,dead.lpup.tot.late,dead.lpup.unk.late,dead.lpup.f.late,dead.lpup.m.late,wand,gen.notes,diss.notes,,,,,,,,,,,,,
231,,para,28,10,0,4/28/18,4/2/18,4/6/18,8:02,1,4/6/18,64.87,4/10/18,298.51,,,,,,4/23/18,4,0,1102.14,4.00,1,,1,3,,3,,,,4.00,4/24/18,1,3,4/25/18,0,0,4/26/18,1,3,4/27/18,1,0,4/28/18,0,0,,,,,,,1053.92,4/29/18,1,,0,1,0,,1,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,Died 5 days after post emergence and frozen,,,,,,,,,,,,,,
232,,para,28,10,0,,4/2/18,4/6/18,8:42,2,4/6/18,49.97,4/9/18,236.43,4/14/18,1096.8,,,,4/20/18,5,1,2806.54,37.00,20,,20,17,,17,,,41,78.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,1,4/24/18,1,0,4/25/18,1,3,4/26/18,1,4,4/27/18,1,9,3225.11,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 5th prolegs after molt to 5th. cocoons and weight done on 4/23/18, 1 day after was supposed to be.  Cocoons failed to eclose and frozen on 5/10/18.","3 early 2nds, all others late 2nds",,,,,,,,,,,,,
233,,para,28,10,0,,4/2/18,4/6/18,8:41,2,4/6/18,60.77,4/10/18,385.13,4/16/18,1288.29,,,,4/22/18,5,0,3782.68,75.00,55,1,56,18,1,19,,,,75.00,4/23/18,0,0,4/24/18,1,0,4/25/18,0,0,4/26/18,0,0,4/27/18,1,3,4/28/18,0,0,4/29/18,0,0,3353.92,4/29/18,49,5/1/18,1,50,18,1,31,,0,4,4,0,1,,,,,,,,3,,0,,,,0,,,,0,,,,0,,,,,was over the 350mg limit for 4th but I kept it because i know that it had just molted (found on second afternoon check).,,,,,,,,,,,,,,
234,,para,28,10,0,,4/2/18,4/6/18,8:35,2,4/6/18,53.14,4/9/18,201.66,4/13/18,750.56,,,,4/19/18,5,0,24530.24,22.00,15,1,16,6,0,6,4/22/18,1,19,42.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,1,4/23/18,0,0,4/24/18,1,2,4/25/18,1,2,4/26/18,0,0,221.79,4/25/18,11,4/28/18,1,12,0,0,11,,1,4,4,0,,,3,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,"1 day after coc removal, 1 cocoon found. put in cup labeled 234 late",all late 2nds ,,,,,,,,,,,,,
235,,para,28,10,0,,4/2/18,4/6/18,8:34,1,4/6/18,65.68,4/10/18,198.12,4/14/18,750.57,,,,4/19/18,5,0,1985.03,35.00,32,,32,3,,3,,,11,46.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,1,4/23/18,0,1,4/24/18,0,0,4/25/18,1,0,4/26/18,0,1,1810.68,4/25/18,8,,0,8,0,,8,,,24,24,0,2,,8,,,,9,,3,,0,,,,0,,,,2,,,2,0,,,,,horn damaged at ovp. removed cuticle from 5th prolegs after molt to 5th,all late 2nds ,,,,,,,,,,,,,
236,,para,28,10,0,4/27/18,4/2/18,4/6/18,8:33,2,4/6/18,27.08,4/10/18,54.44,4/15/18,185.64,,,,4/22/18,5,0,320.78,16.00,6,,6,9,1,10,,,,16.00,4/23/18,0,0,4/24/18,0,4,4/25/18,1,1,4/26/18,0,2,4/27/18,0,0,,,,,,,,4/29/18,2,,0,2,0,,2,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"did not shed over prolegs after molt to 5th--had unshed cuticle from 4th. bled when tried to remove, could not remove. Died on 4/27 (Post Em) and frozen on that day.",,,,,,,,,,,,,,
237,,para,28,10,0,,4/2/18,4/7/18,7:22,2,4/7/18,38.83,4/11/18,160.53,4/14/18,378.85,,,,4/21/18,5,1,1188.48,35.00,30,,30,5,,5,,,,35.00,4/22/18,0,0,4/23/18,0,0,4/24/18,1,1,4/25/18,1,1,4/26/18,1,2,4/27/18,1,2,4/28/18,1,3,1230.83,4/27/18,16,,0,16,16,,0,,,14,14,0,1,,5,,,,2,,1,,0,,,,0,,,,5,,,5,0,,,,,"listed as 2 ovp, 1st was short so likely just 1 ovp. removed cuticle from 4-5th prolegs after molt to 5th",,,,,,,,,,,,,,
238,,para,28,10,0,,4/2/18,4/7/18,7:23,2,4/7/18,46.6,4/10/18,142.83,4/15/18,983.55,,,,4/20/18,5,0,2965.66,70.00,62,,62,8,,8,,,,70.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,0,4/24/18,1,0,4/25/18,1,2,4/26/18,1,1,4/27/18,1,4,2962.03,4/26/18,47,,0,47,1,,46,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",,,,,,,,,,,,,,
239,,para,28,0,0,,4/3/18,4/7/18,8:00,1,4/7/18,46.08,4/11/18,292.03,,,,,,4/16/18,4,1,1025.84,54.00,38,,38,16,,16,,,9,63.00,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,1,1,4/21/18,1,3,4/22/18,0,0,4/23/18,1,1,943.63,4/21/18,36,,0,36,19,,17,,,2,2,0,,,,,,,1,,,,1,,,1,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
241,,para,28,0,hs.5,,4/3/18,4/7/18,7:51,1,4/7/18,55.64,4/9/18,208.86,4/14/18,1448.03,4/15/18,7:40,8:47,4/17/18,5,0,3235.07,63.00,57,,57,6,,6,,,8,71.00,,,,4/19/18,1,5,4/20/18,1,3,4/21/18,1,5,4/22/18,0,4,4/23/18,0,3,4/24/18,0,1,2716.27,4/22/18,57,,0,57,11,,46,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,On 4/19/18 was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),"1 early 2nd, all others late 2nds",,,,,,,,,,,,,
242,,para,28,0,0,,4/3/18,4/7/18,8:01,1,4/7/18,73.64,4/10/18,203.03,4/14/18,1378.46,,,,4/18/18,5,0,3655.85,165.00,154,,154,11,,11,,,,165.00,4/19/18,0,0,4/20/18,0,0,4/21/18,1,2,4/22/18,1,1,4/23/18,1,0,4/24/18,0,0,4/25/18,1,1,3538.9,4/22/18,105,,0,105,57,,48,,,50,50,0,8,,7,,,,7,,8,,5,,4,1,0,,,,15,,10,5,0,,,,,"live adult wasps miscounted, should be 104",,,,,,,,,,,,,,
243,,para,28,0,hs.4,,4/3/18,4/7/18,7:56,1,4/7/18,60.75,4/11/18,303.91,4/15/18,1503.19,4/12/18,7:30,8:39,4/18/18,5,0,2970.96,13.00,11,,11,2,,2,,,4,17.00,4/19/18,1,5,4/20/18,1,7,4/21/18,1,13,4/22/18,1,5,4/23/18,1,5,4/24/18,1,9,4/25/18,1,6,3435.41,4/22/18,8,,0,8,6,,2,,,2,2,0,,,2,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
244,,para,28,0,hs.5,,4/3/18,4/7/18,7:52,1,4/7/18,64.53,4/11/18,296.94,4/15/18,1865.51,4/16/18,7:30,8:39,4/18/18,5,0,3061.29,60.00,59,,59,1,,1,,,17,77.00,4/19/18,0,0,4/20/18,0,0,4/21/18,1,1,4/22/18,1,0,4/23/18,1,1,4/24/18,1,1,4/25/18,1,6,2951.95,4/23/18,57,,0,57,26,,31,,,2,2,0,,,,,,,2,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
245,,para,28,0,0,,4/3/18,4/7/18,8:02,1,4/7/18,66.97,4/10/18,243.39,4/14/18,1183.39,,,,4/18/18,5,0,3117.74,113.00,112,,112,1,,1,,,25,138.00,4/19/18,0,0,4/20/18,1,1,4/21/18,1,3,4/22/18,1,10,4/23/18,1,4,4/24/18,1,3,4/25/18,1,7,3006.78,4/22/18,79,,0,79,38,,41,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
246,,para,28,0,hs.4,,4/3/18,4/7/18,7:57,2,4/7/18,46,4/11/18,342.32,4/14/18,1219.07,4/12/18,7:30,8:39,4/18/18,,,3402.33,132.00,123,,123,9,,9,,,37,169.00,4/19/18,1,0,4/20/18,0,0,4/21/18,1,2,4/22/18,1,1,4/23/18,1,1,4/24/18,1,3,4/25/18,0,0,3274.92,4/22/18,70,,0,70,37,,33,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
247,,para,28,0,hs.5,,4/3/18,4/7/18,7:53,1,4/7/18,39.68,4/10/18,230.68,4/14/18,1210.74,4/15/18,7:40,8:47,4/17/18,5,0,2801.51,80.00,76,,76,4,,4,,,3,83.00,,,,4/19/18,1,0,4/20/18,1,0,4/21/18,1,1,4/22/18,1,1,4/23/18,0,0,4/24/18,0,0,2602.57,4/22/18,69,,0,69,10,,59,,,7,7,0,,,,,,,1,,1,,1,,,1,0,,,,4,,,4,0,,,,,On 4/19/18 was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),all late 2nds,,,,,,,,,,,,,
248,,para,28,0,hs.5,,4/3/18,4/7/18,8:03,2,4/7/18,50.03,4/10/18,225.23,4/15/18,1452.38,4/16/18,7:30,8:39,4/18/18,5,0,337075,167.00,158,,158,9,,9,,,22,189.00,4/19/18,0,0,4/20/18,0,0,4/21/18,1,3,4/22/18,1,2,4/23/18,1,4,4/24/18,1,4,4/25/18,1,2,3000.68,4/23/18,148,,0,148,20,,128,,,10,10,0,,,5,,,,,,1,,0,,,,0,,,,4,,,4,0,,,,,,all late 2nds,,,,,,,,,,,,,
250,,para,28,0,hs.5,,4/3/18,4/7/18,7:54,2,4/7/18,76.1,4/10/18,343.11,4/13/18,1552.57,4/14/18,7:32,8:37,4/17/18,5,0,4228.47,159.00,132,,132,27,,27,,,36,195.00,,,,4/19/18,0,0,4/20/18,1,1,4/21/18,1,1,4/22/18,1,1,4/23/18,1,1,4/24/18,1,4,3947.68,4/21/18,120,,0,120,73,,47,,,12,12,0,2,,2,,,,1,,1,,0,,,,0,,,,6,,3,3,0,,,,,On 4/19/18 was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),"1 early 2nd, others late 2nds",,,,,,,,,,,,,
251,,para,28,10,0,,4/5/18,4/9/18,8:03,1,4/9/18,55.02,4/12/18,140.8,4/16/18,486.26,,,,4/23/18,5,0,960.2,19.00,15,0,15,3,1,4,4/29/18,1,,20.00,4/24/18,0,1,4/25/18,1,1,4/26/18,1,0,4/27/18,1,4,4/28/18,1,1,4/29/18,1,2,4/30/18,1,0,791.27,4/30/18,10,,0,10,0,,10,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 4th and 5th prolegs after molt into 5th. On 4/27, forceps hit wasp larvae that hadn't fully emerged, and the caterpillar started bleeding; wasp larvae still attached.",,,,,,,,,,,,,,
252,,para,28,10,hs.4,,4/5/18,4/9/18,7:58,1,4/9/18,59.67,4/13/18,322.56,4/19/18,1800.72,4/14/18,7:32,8:37,4/24/18,5,0,4271.33,104.00,33,,33,71,,71,,,33,137.00,4/25/18,0,0,4/26/18,1,1,4/27/18,1,0,4/28/18,0,1,4/29/18,0,2,4/30/18,1,2,5/1/18,1,3,3946.11,4/30/18,16,,0,16,1,,15,,,17,17,0,1,,,,,,6,,5,,3,,2,1,0,,,,2,,,2,0,,,,,,all late 2nds,,,,,,,,,,,,,
253,,para,28,10,hs.5,,4/5/18,4/9/18,7:54,1,4/9/18,76.91,4/11/18,142.74,4/16/18,876.63,4/17/18,7:30,8:39,4/23/18,5,0,2072.59,17.00,10,0,10,6,1,7,4/29/18,1,,18.00,4/24/18,0,0,4/25/18,0,0,4/26/18,1,3,4/27/18,1,5,4/28/18,1,5,4/29/18,1,4,4/30/18,0,2,2153.04,4/29/18,4,,0,4,1,,3,,,5,5,0,,,4,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 2nd, 3rd, 4th and 5th prolegs during molt into 5th.",,,,,,,,,,,,,,
254,,para,28,10,0,,4/5/18,4/9/18,8:03,1,4/9/18,36.27,4/13/18,114.25,4/17/18,415,,,,4/23/18,5,0,1358.88,21.00,12,,12,9,,9,,,,21.00,4/24/18,1,0,4/25/18,1,1,4/26/18,1,1,4/27/18,1,2,4/28/18,0,2,4/29/18,1,7,4/30/18,1,7,1492.18,4/30/18,6,,0,6,4,,2,,,6,6,0,,,1,,,,1,,2,,0,,,,0,,,,2,,2,,0,,,,,,,,,,,,,,,,,,,
255,,para,28,10,hs.4,,4/5/18,4/9/18,7:59,1,4/9/18,68.5,4/12/18,127.39,4/18/18,294.48,4/13/18,7:33,8:36,4/23/18,5,0,626.85,14.00,12,,12,2,,2,,,,14.00,4/24/18,0,0,4/25/18,0,0,4/26/18,1,1,4/27/18,1,1,4/28/18,0,2,4/29/18,1,1,4/30/18,1,2,654.84,4/30/18,11,,0,11,0,,11,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 5th prolegs after molt to 5th,,,,,,,,,,,,,,
256,,para,28,10,hs.5,,4/5/18,4/9/18,7:55,1,4/9/18,55.16,4/13/18,189.21,4/18/18,986.56,4/19/18,7:30,8:40,4/23/18,5,0,2281.03,38.00,26,,26,12,,12,,,,38.00,4/24/18,0,1,4/25/18,0,0,4/26/18,1,0,4/27/18,0,1,4/28/18,0,0,4/29/18,1,2,4/30/18,1,3,2181.74,4/30/18,15,,0,15,3,,12,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
257,,para,28,10,hs.5,,4/5/18,4/9/18,8:35,1,4/9/18,70.31,4/12/18,148.64,4/18/18,387.36,4/19/18,7:30,8:40,4/23/18,5,0,983.32,17.00,14,,14,3,,3,,,11,28.00,4/24/18,0,0,4/25/18,0,0,4/26/18,1,0,4/27/18,0,1,4/28/18,0,1,4/29/18,1,2,4/30/18,1,5,1037.33,4/30/18,13,5/1/18,1,14,3,1,10,,0,1,1,0,,0,,0,,0,,0,,0,0,,,,0,,,0,1,,1,,0,,,,,removed cuticle from 4-5th prolegs after molt to 4th. removed cuticle from 5th prolegs after molt to 5th. found bug 4/24/18 with out food.,"2 late 2nds, others early 2nds",,,,,,,,,,,,,
258,,para,28,10,hs.5,,4/5/18,4/9/18,7:56,2,4/9/18,53.75,4/13/18,298.49,4/17/18,1144.58,4/18/18,7:33,8:39,4/22/18,5,0,3363.8,87.00,75,,75,11,1,12,,,,87.00,4/23/18,0,0,4/24/18,0,0,4/25/18,0,1,4/26/18,1,1,4/27/18,0,2,4/28/18,1,2,4/29/18,1,6,2980.3,4/29/18,54,,0,54,5,,49,,,21,21,0,,,3,,,,6,,6,,1,,1,,0,,,,5,,2,3,0,,,,,,,,,,,,,,,,,,,
259,,para,28,10,hs.4,4/15/18,4/5/18,4/9/18,8:00,1,4/9/18,59.32,4/13/18,66.65,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"did not shed over 5th prolegs after molt to 4th, could not remove",,,,,,,,,,,,,,
261,,para,28,10,hs.4,4/13/18,4/5/18,4/9/18,8:01,2,4/9/18,34.99,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
262,,para,28,10,hs.5,,4/5/18,4/9/18,7:57,1,4/9/18,58.41,4/11/18,160.24,4/15/18,812.32,4/16/18,7:30,8:39,4/23/18,5,0,1599.43,4.00,1,,1,3,,3,,,0,4.00,4/24/18,1,0,4/25/18,0,1,4/26/18,0,1,4/27/18,1,3,4/28/18,0,0,4/29/18,1,4,4/30/18,1,2,1595.59,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,Cocoons failed to eclose; froze on 5/14/18.,no larvae found,,,,,,,,,,,,,
263,,para,28,0,0,4/28/18,4/5/18,4/9/18,7:48,1,4/9/18,70.83,4/12/18,149.59,4/19/18,510.52,,,,4/24/18,5,0,930.23,18.00,13,,13,,5,5,,,,18.00,4/25/18,0,0,4/26/18,0,0,4/27/18,1,2,4/28/18,0,0,,,,,,,,,,,4/29/18,11,,0,11,0,,11,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"Died and frozen 4/28, 4 days post emergence",,,,,,,,,,,,,,
264,,para,28,0,hs.4,,4/5/18,4/9/18,7:45,1,4/9/18,76.04,4/14/18,301.18,,,4/15/18,7:40,8:47,4/20/18,4,1,556.11,1.00,0,,0,1,,1,,,0,1.00,4/21/18,0,1,4/22/18,0,0,4/23/18,1,1,4/24/18,1,1,4/25/18,0,1,4/26/18,1,5,4/27/18,0,4,590.56,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",no larvae found,,,,,,,,,,,,,
265,,para,28,0,hs.4,,4/5/18,4/9/18,7:47,1,4/9/18,63.18,4/13/18,210.79,4/17/18,828.26,4/14/18,7:32,8:37,4/20/18,5,0,1425.51,25.00,25,,25,0,,0,,,7,32.00,4/21/18,0,1,4/22/18,1,2,4/23/18,1,2,4/24/18,1,3,4/25/18,1,3,4/26/18,1,5,4/27/18,1,7,1447.82,4/25/18,24,,0,24,2,,22,,,1,1,0,1,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",all late 2nds,,,,,,,,,,,,,
266,,para,28,0,0,,4/5/18,4/9/18,7:49,2,4/9/18,29.86,4/13/18,161.39,4/17/18,135.39,,,,4/20/18,5,0,2714.86,152.00,135,,135,17,,17,,,23,175.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,0,4/24/18,0,0,4/25/18,1,1,4/26/18,1,1,4/27/18,1,3,2470.68,4/25/18,131,,0,131,27,,104,,,4,4,0,,,2,,,,,,1,,0,,,,0,,,,1,,1,,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",all late 2nds,,,,,,,,,,,,,
267,,para,28,0,0,,4/6/18,4/9/18,7:51,1,4/9/18,57.05,4/13/18,204.36,,,,,,4/19/18,4,0,1484.37,57.00,53,,53,4,,4,,,28,85.00,4/20/18,1,1,4/21/18,1,2,4/22/18,1,1,4/23/18,1,5,4/24/18,1,2,4/25/18,0,1,4/26/18,0,0,1508.21,4/23/18,43,,0,43,7,,36,,,10,10,0,,,8,,,,,,,,0,,,,0,,,,2,,,2,0,,,,,,all late 2nds,,,,,,,,,,,,,
268,,para,28,0,hs.5,,4/6/18,4/9/18,7:52,2,4/9/18,65.28,4/12/18,277.54,4/16/18,1433.56,4/17/18,7:30,8:39,4/20/18,5,0,3558.03,137.00,133,,133,4,,4,,,99,236.00,4/21/18,0,0,4/22/18,0,1,4/23/18,0,0,4/24/18,0,2,4/25/18,1,3,4/26/18,1,3,4/27/18,1,3,3352.38,4/25/18,110,,0,110,46,,64,,,22,22,0,1,,5,,,,2,,7,,1,,,1,0,,,,6,,3,3,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.","mostly late 2nds, a few earlier 2nds ",,,,,,,,,,,,,
269,,para,28,0,hs.5,,4/6/18,4/10/18,6:53,1,4/10/18,69.21,4/12/18,209.7,4/16/18,2923.81,4/17/18,7:30,8:39,,,,,0.00,,,0,,,0,,,,0.00,4/24/18,0,0,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"wandered 4/20/18, mass=11729.91. discarded bug.",,,,,,,,,,,,,,
270,,para,28,0,hs.5,,4/6/18,4/10/18,6:55,3,4/10/18,31.93,4/13/18,206.02,4/18/18,1713.62,4/19/18,7:30,8:40,4/22/18,5,0,4368.37,166.00,151,,151,15,,15,,,,166.00,4/23/18,0,0,4/24/18,1,0,4/25/18,1,0,4/26/18,1,1,4/27/18,1,8,4/28/18,1,7,4/29/18,1,4,4018.71,4/26/18,138,,0,138,36,,102,,,13,13,0,2,,4,,,,,,3,,1,,,1,0,,,,3,,1,2,0,,,,,,,,,,,,,,,,,,,
272,,para,28,0,0,,4/6/18,4/10/18,7:00,2,4/10/18,49.34,4/13/18,199.3,4/17/18,1358.22,,,,4/21/18,5,0,3539.98,126.00,121,,121,5,,5,,,,126.00,4/22/18,0,0,4/23/18,0,0,4/24/18,1,1,4/25/18,1,1,4/26/18,1,0,4/27/18,1,2,4/28/18,1,6,3141.96,4/25/18,107,,0,107,33,,74,,,14,14,0,2,,5,,,,1,,2,,3,,,3,0,,,,1,,1,,0,,,,,,,,,,,,,,,,,,,
273,,para,28,0,0,,4/6/18,4/10/18,7:02,1,4/10/18,56.9,4/14/18,273.45,4/18/18,1261.64,,,,4/21/18,5,0,3385.25,153.00,143,,144,9,,9,,,,153.00,4/22/18,0,0,4/23/18,0,0,4/24/18,1,2,4/25/18,1,2,4/26/18,0,3,4/27/18,1,5,4/28/18,0,2,3227.26,4/26/18,140,,0,140,89,,51,,,4,4,0,,,,,,,1,,3,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
274,,para,28,0,0,4/20/18,4/6/18,4/10/18,7:04,1,4/10/18,53.86,4/13/18,144.57,4/18/18,693.86,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
275,,para,28,0,0,,4/6/18,4/10/18,7:05,2,4/10/18,43.22,4/13/18,192.94,4/17/18,910.72,,,,4/20/18,5,0,2486.59,53.00,53,,53,0,,0,,,,53.00,4/21/18,0,0,4/22/18,0,0,4/23/18,1,2,4/24/18,0,3,4/25/18,1,5,4/26/18,1,4,4/27/18,1,11,2276.76,4/25/18,51,,0,51,0,,51,,,2,2,0,,,,,,,,,,,0,,,,0,,,,2,,,2,0,,,,,"listed as 2 ovp, 1st was short so likely just 1 ovp. cocoons and weight done on 4/23/18, 1 day after was supposed to be.",,,,,,,,,,,,,,
276,,para,28,0,0,,4/6/18,4/10/18,7:06,,4/10/18,44.1,4/14/18,287.51,4/18/18,1197.88,,,,4/21/18,5,0,2304.93,87.00,87,,87,0,,0,,,,87.00,4/22/18,0,0,4/23/18,0,0,4/24/18,1,0,4/25/18,1,2,4/26/18,1,0,4/27/18,1,2,4/28/18,1,2,2311.86,4/26/18,82,,0,82,10,,72,,,7,7,0,,,1,,,,5,,,,0,,,,0,,,,1,,,1,0,,,,,"listed as 2 ovp, 1st was short so likely just 1 ovp. adult wasps miscounted, should be 80",,,,,,,,,,,,,,
277,,para,28,0,hs.5,,4/6/18,4/10/18,6:57,1,4/10/18,55.27,4/14/18,309.24,4/17/18,1450.92,4/18/18,7:31,8:39,4/21/18,5,0,3019.63,122.00,112,,112,10,,10,,,,122.00,4/22/18,0,0,4/23/18,0,0,4/24/18,1,1,4/25/18,1,2,4/26/18,1,2,4/27/18,1,5,4/28/18,1,3,3176.44,4/25/18,87,,0,87,56,,31,,,25,25,0,10,,6,,,,5,,1,,0,,,,0,,,,3,,1,2,0,,,,,,,,,,,,,,,,,,,
278,,para,28,0,hs.5,,4/6/18,4/10/18,6:58,1,4/10/18,60.01,4/13/18,259.23,4/16/18,1508.98,4/17/18,7:30,8:39,4/20/18,5,0,3880.83,114.00,110,,110,4,,4,,,84,198.00,4/21/18,1,0,4/22/18,0,0,4/23/18,0,0,4/24/18,1,1,4/25/18,1,5,4/26/18,1,2,4/27/18,1,2,4118.44,4/24/18,95,,0,95,3,,92,,,15,15,0,,,4,,,,1,,3,,1,,,1,0,,,,6,,,6,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.","mostly late 2nds, a few early 2nds",,,,,,,,,,,,,
279,,para,28,0,hs.4,,4/6/18,4/10/18,6:50,1,4/10/18,47.39,4/15/18,305.16,,,4/16/18,7:30,8:39,4/19/18,4,0,757.53,44.00,43,,43,1,,1,,,5,49.00,4/20/18,0,1,4/21/18,0,0,4/22/18,1,1,4/23/18,1,1,4/24/18,0,0,4/25/18,0,0,4/26/18,1,3,638.24,,42,4/24/18,0,42,0,,42,,,1,1,0,,,1,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
280,,para,28,0,hs.4,,4/6/18,4/10/18,6:52,1,4/10/18,69.34,4/13/18,278.98,4/16/18,943.83,4/14/18,7:32,8:37,4/20/18,5,0,2313.24,44.00,44,,44,0,,0,,,,44.00,4/21/18,1,1,4/22/18,1,9,4/23/18,1,2,4/24/18,1,3,4/25/18,1,4,4/26/18,1,7,4/27/18,1,10,2397.94,4/24/18,37,,0,37,11,,26,,,7,7,0,,,1,,,,,,1,,1,,1,,0,,,,4,1,1,2,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",,,,,,,,,,,,,,
282,,para,28,10,hs.4,,4/6/18,4/10/18,8:59,1,4/10/18,60.96,4/13/18,242.52,4/18/18,1348.87,4/14/18,7:32,8:37,4/23/18,5,0,3402.67,48.00,44,0,44,3,1,4,4/30/18,1,15,64.00,4/24/18,0,0,4/25/18,1,0,4/26/18,1,2,4/27/18,1,4,4/28/18,1,4,4/29/18,1,6,4/30/18,1,6,3478.43,4/29/18,33,,0,33,1,,32,,,11,11,0,,,7,,,,,,3,,0,,,,0,,,,1,,,1,0,,,,,removed cuticle from 5th prolegs after molt to 5th,all late 2nds,,,,,,,,,,,,,
284,,para,28,10,hs.5,,4/6/18,4/10/18,9:01,1,4/10/18,41.03,4/13/18,155.17,4/18/18,876.16,4/19/18,7:30,8:40,4/23/18,5,0,2456.83,39.00,35,,35,4,,4,,,15,54.00,4/24/18,0,0,4/25/18,0,1,4/26/18,1,0,4/27/18,0,1,4/28/18,0,0,4/29/18,1,1,4/30/18,1,2,2273.11,4/30/18,26,,0,26,2,,24,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
